latitude,longitude,station_name,street_address,city,state,zip,num_points,operator,usage_cost
37.7095999,-122.1550973,GE DuraStation SL1 P2,2661 Alvarado St,San Leandro,CA,94577,1,Unknown,Not specified
37.975114,-122.531959,San Rafael City Hall,1400 Fifth Ave,San Rafael,California,94901,1,Unknown,Not specified
37.981018,-122.32392,HILLTOP STATION 2,3170 Hilltop Mall Rd,Richmond,CA,94806,1,Unknown,Not specified
37.965642,-122.281473,May Valley Fire Station,5201 Valley View Rd,El Sobrante,CA,94803,1,Unknown,Not specified
37.5679943,-122.3239938,San Mateo Caltrain Station,385 1st Avenue,San Mateo,California,94401,3,Unknown,$9.95. Parking fees apply
37.567503,-122.323784,San Mateo Caltrain Station,385 1st Ave,San Mateo,CA,94401,3,Unknown,Not specified
37.566106,-122.327954,The Peninsula Regent,1 Baldwin Ave,San Mateo,CA,94401,1,Unknown,Not specified
37.567031,-122.323152,PF CA SM 3552nd,355 2nd Ave,San Mateo,CA,94401,1,Unknown,Not specified
37.981716,-122.319073,"Century 16 3200 Klose Way, Richmond CA",3200 Klose Way Richmond,Richmond,CA,94806,1,Unknown,Not specified
37.566583,-122.324348,101 S ELLSWORTH STATION 3,101 S Ellsworth Ave,San Mateo,CA,94401,1,Unknown,Not specified
37.5661,-122.32063,VERKADA VERKADA STN 8,406 S Claremont St,San Mateo,CA,94401,1,Unknown,Not specified
37.98352,-122.31927,"Site Centers Hilltop Plaza (Richmond, CA)",3401 Blume Dr,Richmond,CA,94806,1,Unknown,Not specified
37.564867,-122.32412,EVSP WALGREENS STORE 3296,231 S San Mateo Dr,San Mateo,CA,94401,1,Unknown,Not specified
37.565717,-122.320802,VERKADA STATION 3,405 E 4th Ave,San Mateo,CA,94401,1,Unknown,Not specified
37.56498,-122.3233,191 E 3rd Ave,191 E 3rd Ave,San Mateo,California,94401,1,Unknown,Not specified
37.564784,-122.322503,PUBLIC CHARGERS CENTRAL GRG 2,311 S Ellsworth Ave,San Mateo,CA,94401,1,Unknown,Not specified
37.984778,-122.320369,Hilltop Ford Kia,3280 Auto Plaza Dr,Richmond,CA,94806,1,Unknown,Not specified
37.98521,-122.32138,Hanlees Hilltop Nissan,3277 Auto Plaza,Richmond,CA,94806,3,Unknown,Not specified
37.985212,-122.319845,HILLTOP HYUNDAI STATION 2,3280 Auto Plaza,Richmond,CA,94806,2,Unknown,Not specified
37.985279,-122.319612,HILLTOP HYUNDAI STATION 1,3285 Auto Plaza,Richmond,CA,94806,2,Unknown,Not specified
37.5624703,-122.3264529,PUBLIC CHARGERS,33-75 W 3rd Ave,San Mateo,CA,94402,1,Unknown,Not specified
37.564135,-122.318903,PUBLIC CHARGERS KIKU 3-4,400 E 5th Ave,San Mateo,CA,94402,1,Unknown,Not specified
37.564107,-122.318833,PUBLIC CHARGERS KIKU 3-1,400 E 5th Ave,San Mateo,CA,94402,1,Unknown,Not specified
37.977309,-122.553439,United Markets San Anselmo,100 Red Hill Rd.,San Anselmo,CA,94960,1,Unknown,Not specified
37.9748734,-122.5632206,SAN ANSELMO,541 San Anselmo Ave,San Anselmo,CA,94960,1,Unknown,Not specified
37.975226,-122.5634816,SAN ANSELMO,22 Magnolia Ave,San Anselmo,CA,94960,1,Unknown,Not specified
37.985222,-122.550856,SRSC-SunValley_SanRafael_O,75 Happy Lane,San Rafael,CA,94901,1,Unknown,Not specified
37.554727,-122.3171465,1300 S ELCM,1300 S El Camino Real,San Mateo,CA,94402,1,Unknown,Not specified
37.98008,-122.56506,Sir Francis Drake Blvd & Shaw Rd,Sir Francis Drake Blvd & Shaw Rd,San Anselmo,CA,94960,1,Unknown,Not specified
37.981179,-122.564817,Red Hill Shopping Center,850 Red Hill Ave,San Anselmo,CA,94939,1,Unknown,Not specified
37.9948504,-122.5286588,COUNTY OF MARIN,20 N San Pedro Road,San Rafael,CA,94903,1,Unknown,Not specified
37.707957,-122.13278,McDonald's #939 - 14th Street - San Leandro CA,14823 E. 14th Street,San Leandro,CA,94578,1,Unknown,Not specified
37.835338,-122.129788,MORAGA MORAGA 1,1299 School St,Moraga,CA,94556,1,Unknown,Not specified
37.55314181057261,-122.31456921808085,Safeway - San Mateo,1655 El Camino Real,San Mateo,CA,94402,4,Unknown,Not specified
37.555253,-122.307602,ESSEX 420-G1,420 Station Park Cir,San Mateo,CA,94402,1,Unknown,Not specified
37.554888,-122.308063,ESSEX 420 STATION,420 Station Park Cir,San Mateo,CA,94402,1,Unknown,Not specified
37.554306,-122.30912,ESSEX PARK GREEN 10,410 Station Park Cir,San Mateo,CA,94402,1,Unknown,Not specified
37.554604,-122.30747,ESSEX PARK GREEN 6,430 Station Park Cir,San Mateo,CA,94402,1,Unknown,Not specified
37.563512,-122.282734,BRIDGEPOINTE STATION 1545,1987 Bridgepointe Cir,San Mateo,CA,94404,1,Unknown,Not specified
37.906726,-122.66993,Airbnb - Stinson Beach - Tesla Destination,276 Seadrift Rd,Stinson Beach,CA,94970,1,Unknown,Not specified
37.554032,-122.307244,ESSEX PARK GREEN 02,430 Station Park Circle,San Mateo,CA,94402,1,Unknown,Not specified
37.996394,-122.530985,COUNTY OF MARIN CC ADMIN 1,3501 Civic Center Drive,San Rafael,CA,94903,1,Unknown,Not specified
37.553333,-122.30825,ESSEX PARK GREEN 4,400/450 Concar (AM),San Mateo,CA,94402,1,Unknown,Not specified
37.99767685,-122.5303116,3501 Civic Center Dr,3501 Civic Center Dr,San Rafael,California,94903,2,Unknown,Not specified
37.998192,-122.529047,CITYOFSANRAFAEL STATION 57,3530 Civic Center Dr,San Rafael,CA,94903,1,Unknown,Not specified
37.996869,-122.534813,A&W ROOT BEER A&W ROOT BEER,3741 Redwood Highway,San Rafael,CA,94903,1,Unknown,Not specified
37.703138,-122.129266,Lucky San Leandro,1300 Fairmont Dr,San Leandro,CA,94578,2,Unknown,Not specified
37.99824,-122.532424,COUNTY OF MARIN,3501 Civic Center Drive,San Rafael,CA,94903,2,Unknown,Not specified
37.839144,-122.126007,Moraga Commons Park,1425 Saint Marys Road,Moraga,CA,94556,1,Unknown,Not specified
37.998433,-122.533032,COUNTY OF MARIN HOJ 07-08,3501 Civic Center Dr,San Rafael,CA,94903,1,Unknown,Not specified
37.5481213,-122.3150743,PUBLIC CHARGERS,1901-1941 O'Farrell St,San Mateo,CA,94403,1,Unknown,Not specified
37.550432,-122.307281,521401-City of San Mateo,1949 Pacific Blvd.,San Mateo,CA,94403,1,Unknown,Not specified
37.558395,-122.28434,"San Mateo, Ca - Bridgepointe Pkwy Supercharger",2220 Bridgepointe Pkwy,San Mateo,CA,94404-1569,1,Unknown,$0.26/kWh; other tariffs for older cars
37.545743,-122.32274,1900 ADLP 1 ADA STALL,1900 Alameda de las Pulgas,San Mateo,CA,94403,1,Unknown,Not specified
37.556445,-122.286834,1410 GARAGE EV #2,1400 Fashion Island Blvd,San Mateo,CA,94404,1,Unknown,Not specified
37.556411,-122.286858,1410 GARAGE EV #1,1400 Fashion Island Blvd,San Mateo,CA,94404,1,Unknown,Not specified
37.555962,-122.288006,1410 GARAGE EV,1400 Fashion Island Blvd,San Mateo,CA,94404,1,Unknown,Not specified
37.549324,-122.30671,MODE APARTMENTS STATION 2,2089 Pacific Blvd,San Mateo,CA,94403,1,Unknown,Not specified
37.544712,-122.321287,PF CA SM ALA,2000 Alameda de las Pulgas,San Mateo,CA,94403,1,Unknown,Not specified
37.549368,-122.305164,MODE APARTMENTS,2089 Pacific Blvd,San Mateo,CA,94403,1,Unknown,Not specified
37.701627,-122.126322,Bayfair Center Kohl's,15555 E. 14Th St,San Leandro,CA,94578,1,Unknown,Not specified
37.7020065,-122.1255155,Bayfair Center Northeast Entrance,15555 E. 14Th St,San Leandro,CA,94578,1,Unknown,Not specified
37.685716,-122.132684,Hilton Garden Inn Oakland/San Leandro,510 Lewelling BLVD,San Leandro,California,94579,1,Unknown,Not specified
37.552371,-122.292095,ATRIUM STATION 1,1900 S Norfolk St,San Mateo,CA,94403,1,Unknown,Not specified
37.558608,-122.275953,METRO CENTER METRO TOWER E2,950 Tower Ln,Foster City,CA,94404,1,Unknown,Not specified
37.717222,-122.119026,ALAMEDA JJC CT4K 004,2500 Fairmont Dr,San Leandro,CA,94578,1,Unknown,Not specified
37.558025,-122.277002,METRO CENTER METRO TOWER W1,950 Tower Ln,Foster City,CA,94404,1,Unknown,Not specified
37.717176,-122.118865,ALAMEDA JJC CT4K 001,2500 Fairmont Dr,San Leandro,CA,94578,1,Unknown,Not specified
37.55663,-122.2798768,1850 Gateway Drive,1850 Gateway Drive,San Mateo,CA,94404,1,Unknown,Not specified
38.00241852,-122.5335464,10 Ave of the Flags,10 Ave of the Flags,San Rafael,California,94903,2,Unknown,Not specified
37.861942,-122.128992,Moraga Town Offices,329 Rheem Blvd.,Moraga,CA,94566,1,Unknown,Not specified
37.559261,-122.270296,Foster City - High Power Charging Plaza,1030 E Hillsdale Blvd,San Mateo,CA,94404,2,Unknown,Not specified
37.53767,-122.33678,SMCCD EDISON 7,20 Perimeter Rd College of San Mateo,San Mateo,CA,94402,1,Unknown,Not specified
37.5575532,-122.2735657,METRO TOWER,Portal Ln,Foster City,CA,94404,1,Unknown,Not specified
37.53744,-122.336525,SMCCD EDISON 3,20 Perimeter Rd College of San Mateo,San Mateo,CA,94402,1,Unknown,Not specified
38.0031471252441,-122.53702545166,Greenlots - 12341,3900 Civic Center Drive,San Rafael,CA,94903,1,Unknown,Not specified
37.555716,-122.277133,METRO TOWER,919 E Hillsdale Blvd,Foster City,CA,94404,1,Unknown,Not specified
37.55977,-122.267282,FOSTER SQUARE FOSTER SQUARE,780 Alma Lane,Foster City,CA,94404,1,Unknown,Not specified
37.5367579499695,-122.338002351377,Perimeter Rd,Perimeter Rd,Burlingame,California,94010,1,Unknown,Not specified
38.001626,-122.542781,SEARS - Store #1528 (Northgate Shopping Center),9000 Northgate Mall,San Rafael,CA,94903,1,Unknown,$0.59/kWh; other tariffs available
37.709057,-122.118548,EMPLOYEE WILLOW ROCK- 01,2050 Fairmont Dr,San Leandro,CA,94578,1,Unknown,Not specified
37.555293,-122.276783,METRO CENTER 919 E HLSDLE 4,919 E Hillsdale Blvd,Foster City,CA,94404,1,Unknown,Not specified
37.555264,-122.276828,METRO CENTER 919 E HLSDLE 3,919 E Hillsdale Blvd,Foster City,CA,94404,1,Unknown,Not specified
37.555202,-122.276929,METRO CENTER 919 E HLSDLE 1,919 E Hillsdale Blvd,Foster City,CA,94404,1,Unknown,Not specified
37.999232,-122.552077,SRSC-TerraLinda_SanRafael_O,320 NOVA ALBION WAY,SAN RAFAEL,CA,94903,1,Unknown,Not specified
37.708041,-122.117922,EV ARC ARC SAN LEANDRO,15542 Foothill Blvd,San Leandro,CA,94578,1,Unknown,Not specified
37.5541854,-122.2767007,HARBOR COVE,900 E Hillsdale Blvd,Foster City,CA,94404,1,Unknown,Not specified
37.986518,-122.583479,FX CAR CHARGE GEFAIRFAX,720 Center Blvd,Fairfax,CA,94930,1,Unknown,Not specified
38.00011,-122.28698,Sprouts,1300 Pinole Valley Rd,Pinole,CA,94564,3,Unknown,Not specified
37.5346643,-122.3367322,SMCCD,1700 W Hillsdale Blvd,San Mateo,CA,94402,1,Unknown,Not specified
37.536586,-122.327948,CAMPUS DRIVE POP 8-9 3,2955 Campus Drive,San Mateo,CA,94403,1,Unknown,Not specified
37.536796,-122.3257083,600 HARRISON,2855 Campus Dr,San Mateo,CA,94403,1,Unknown,Not specified
38.0062308,-122.5382557,4040 CIVIC,4040 Civic Center Dr,San Rafael,CA,94903,1,Unknown,Not specified
37.9851489,-122.5906981,FAIRFAX,142 Bolinas Rd,Fairfax,CA,94930,2,Unknown,Not specified
37.536121,-122.325787,PELL PENLARK 2,2855 Campus Dr,San Mateo,CA,94403,1,Unknown,Not specified
37.536161,-122.323967,CAMPUS DRIVE POP 8-9 7,2955 Campus Dr,San Mateo,CA,94403,1,Unknown,Not specified
37.542587,-122.300445,STA 2 STATION 2 P2,2850 S Delaware St,San Mateo,CA,94403,1,Unknown,Not specified
37.9871153,-122.5886504,FAIRFAX,2-38 Broadway,Fairfax,CA,94930,1,Unknown,Not specified
38.005337,-122.545062,Northgate Mall,5800 Northgate Dr,San Rafael,CA,94903,3,Unknown,Not specified
38.004442,-122.290582,PINOLE SFTY BLD CITY OF PINOLE,836 Tennent Ave.,Pinole,CA,94564,1,Unknown,Not specified
37.712737,-122.111785,ALAMEDA,2500 Fairmont Dr,San Leandro,CA,94578,2,Unknown,Not specified
37.5448953,-122.2909765,PARK PLACE  ,"1100 Park Pl San Mateo, CA",San Mateo,California, 94403,2,Unknown,Free 1st Hour
37.888324,-122.134871,LAFAYETTE EV,3800 Mt Diablo Blvd,Lafayette,CA,94549,1,Unknown,Not specified
37.540589313112804,-122.3031743016835,"BoA Hillsdale CA5-143 (San Mateo, CA)",2900 S El Camino Real,San Mateo,CA,94403,2,Unknown,Not specified
37.541586,-122.299352,BAY MEADOWS 3,2950 S Delaware St,San Mateo,CA,94403,1,Unknown,Not specified
37.5447,-122.29011,Park Place - Tesla Supercharger,1200 Park Place,San Mateo,CA,94403,1,Unknown,Not specified
37.531218,-122.33726,SMCCD DO 3 (RIGHT),3401 CSM Dr District Office,San Mateo,CA,94402,1,Unknown,Not specified
37.531164,-122.337397,SMCCD DO 2 (MIDDLE),3401 CSM Drive District Office,San Mateo,CA,94402,1,Unknown,Not specified
37.531056,-122.337448,SMCCD DO 1 (LEFT),3401 CSM Dr District Office,San Mateo,CA,94402,1,Unknown,Not specified
37.531883,-122.333402,SMCCD,1700 West Hillsdale Blvd Marie Curie Lot 5,San Mateo,CA,94402,1,Unknown,Not specified
37.533219,-122.327475,"San Mateo, Ca - Hillsdale Boulevard Supercharger",1206 West Hillsdale Boulevard,San Mateo,CA,94403,1,Unknown,$0.26/kWh; other tariffs for older cars
37.530782,-122.337949,SMCCD,3401 Csm Dr,San Mateo,CA,94402,1,Unknown,Not specified
37.53304101670646,-122.32737557345277,Laurelwood Shopping Center,1206 W Hillsdale Blvd,San Mateo,CA,94403,2,Unknown,Not specified
37.5389516,-122.3027137,HILLSDALE SC,358 E Sailer Dr,San Mateo,CA,94403,1,Unknown,Not specified
38.004458,-122.555521,Kaiser Permanente San Rafael Medical Center,99 Montecillo Rd,San Rafael,CA,94903,1,Unknown,Not specified
38.007846,-122.546418,Northgate One 01,270 Northgate Drive,San Rafael,CA,94903,1,Unknown,Not specified
37.543787,-122.285551,"San Mateo, CA - 2940 South Norfolk Street",2940 S Norfolk St,San Mateo,CA,94403,1,Unknown,Not specified
37.842314,-122.108952,SAINT MARY'S CA STATION 6,St Marys Pkwy,Moraga,CA,94556,1,Unknown,Not specified
37.842354,-122.10891,SAINT MARY'S CA STATION 2,St Marys Pkwy,Moraga,CA,94556,1,Unknown,Not specified
38.008382333,-122.547532,Northgate One,270 Northgate Drive,San Rafael,CA,94903,1,Unknown,Not specified
37.842395,-122.108875,SAINT MARY'S CA STATION 1,St Marys Pkwy,Moraga,CA,94556,1,Unknown,Not specified
37.842473,-122.108806,SAINT MARY'S CA STATION 4,De La Salle Dr,Moraga,CA,94556,1,Unknown,Not specified
37.842508,-122.108773,SAINT MARY'S CA STATION 5,De La Salle Dr,Moraga,CA,94556,1,Unknown,Not specified
37.8438679,-122.109091,DC SOLAR,125 De La Salle Dr,Moraga,CA,94556,1,Unknown,Not specified
38.007147,-122.554769,Mark Day School,39 Trellis Dr,San Rafael,CA,94903,1,Unknown,Not specified
37.8893419,-122.1289896,Desco Plaza 3,3675 Mt. Diablo Road,Lafayette,CA,94549,1,Unknown,Not specified
37.670672,-122.120866,McDonald's #823 - Hesperian Blvd - Hayward CA,18708 Hesperian Blvd.,Hayward,CA,94541,1,Unknown,Not specified
38.017059,-122.5330668,600 HARRISON,200 Smith Ranch Road,San Rafael,CA,94903,1,Unknown,Not specified
37.667211,-122.120366,"Hayward, Ca Superhcarger",19661 Hesperian Boulevard,Hayward,CA,94541,1,Unknown,$0.26/kWh; other tariffs for older cars
37.665348,-122.120463,Target,19691 Hesperian Blvd,Hayward,CA,94541,3,Unknown,Not specified
37.6628724,-122.121474,EXEC AIRPORT,20301 Skywest Dr,Hayward,CA,94545,1,Unknown,Not specified
37.893662,-122.124881,521417_BART Lafayette,3601 Deer Hill Road,Lafayette,CA,94549,1,Unknown,Not specified
38.00789,-122.2697,"Save Mart-Lucky 718 (Hercules, CA)",1590 Sycamore Ave,Hercules,CA,94547,3,Unknown,Not specified
37.5215,-122.3377,"San Mateo, CA - De Anza Boulevard",230 De Anza Blvd,San Mateo,CA,94402,1,Unknown,Not specified
38.019331,-122.540385,COUNTY OF MARIN LG 5,1600-1650 Los Gamos Dr,San Rafael,CA,94903,1,Unknown,Not specified
37.52048,-122.33819,"Musich - Crystal Springs Village SC (San Mateo, CA",100 Deanza Blvd,San Mateo,CA,94402,2,Unknown,Not specified
38.025507,-122.518166,San Rafael Airport Sports Center,440 Smith Ranch Rd,San Rafael,CA,94903,1,Unknown,Not specified
37.66457409344421,-122.11716641716306,Bedford Plaza,20812 Hesperian Blvd,Hayward,CA,94541,1,Unknown,Not specified
37.8920418,-122.1205779,LAFAYETTE EV,3566 Mt. Diablo blvd,Lafayette,CA,94549,1,Unknown,Not specified
37.5220717,-122.5135405,Seal Cove Inn - Tesla,221 Cypress Ave,Moss Beach,CA,94038,1,Unknown,Free
38.022729,-122.534119,UDR HDR 1,1001 Cresta Way,San Rafael,CA,94903,1,Unknown,Not specified
38.0207475,-122.5418581,COUNTY OF MARIN,1600 Los Gamos Dr,San Rafael,CA,94903,1,Unknown,Not specified
38.021095,-122.5413399,Kaiser Permanente - Los Gamos,1650 Los Gamos Drive,San Rafael,CA,94903,1,Unknown,Not specified
37.925416,-122.697106,Airbnb - Horseshoe Hill - Tesla Destination,190 Horseshoe Hill Rd,Bolinas,CA,94924,1,Unknown,Not specified
37.52964,-122.28941,CVS,4242 S El Camino Real,San Mateo,CA,94403,1,Unknown,Not specified
37.89312363,-122.1171036,3502 Mt Diablo Blvd,3502 Mt Diablo Blvd,Lafayette,California,94549,2,Unknown,Not specified
37.8934422,-122.1171836,Whole Foods - Lafayette,3502 Mt. Diablo Blvd. ,Lafayette,California,94549,2,Unknown,$9.95
37.53388,-122.27228,500 Clipper Drive,500 Clipper Drive,Belmont,CA,US,3,Unknown,Not specified
37.89239,-122.114139,McDonald's #15279 - Diablo Blvd - Lafayette CA,3459 Mt. Diablo Blvd.,Lafayette,CA,94549,1,Unknown,Not specified
37.5337545387796,-122.271007318164,Volkswagen Group of America,500-600 Clipper Dr,Belmont,CA,94002,3,Unknown,Not specified
37.539704,-122.256233,BAYSHORE TECH,3000 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.539004,-122.256689,REDWOOD LIFE 2400 BRIDGE PKY,2400 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.538195,-122.258497,REDWOOD LIFE 2000 BRIDGE PKY,2000 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.539085,-122.255732,REDWOOD LIFE 3000 BRDG PKY 2,3000 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.514421,-122.333808,SMCOE ACC EV7,69 Tower Road,San Mateo,CA,94402,1,Unknown,Not specified
37.5378709,-122.2578182,BAYSHORE TECH,2200 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.538435,-122.255426,REDWOOD LIFE 3200 BRIDGE PKY,3200 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.536868,-122.257949,REDWOOD LIFE 1600 BRIDGE (2),1600 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.536576,-122.258393,BAYSHORE TECH,1600 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.666474,-122.106325,McDonald's #18516,355 West A. Street,Hayward,CA,94541,1,Unknown,Not specified
37.53738,-122.256278,REDWOOD LIFE 1300 ISLAND DR,1300 Island Drive,Redwood City,CA,94065,1,Unknown,Not specified
37.531303,-122.270026,ORACLE RWSHORE,377-499 Island Pkwy,Belmont,CA,94002,1,Unknown,Not specified
37.65863,-122.109971,Longwood Elementary School,850 Longwood Ave,Hayward,CA,94541,1,Unknown,Not specified
37.532731,-122.265104,ORACLE RWSHORE DTECH 2,275 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.5369736,-122.2540527,BAYSHORE TECH,3600 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.532659,-122.26382,ORACLE RWSHORE,275 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.699123,-122.088813,EV 1- STAFF NORTH LOT,20103 Lake Chabot Rd,Castro Valley,CA,94546,1,Unknown,Not specified
37.534669,-122.257738,BAYSHORE TECH,1200 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.697474,-122.089363,EV 1- DOCTORS PARKING,20103 Lake Chabot Rd,Castro Valley,CA,94546,1,Unknown,Not specified
37.5113395,-122.3329941,SAN MATEO CNTY,30 Tower Rd,San Mateo,CA,94402,1,Unknown,Not specified
37.534627,-122.257093,REDWOOD LIFE 1200 ISLAND DR2,1200 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.53105,-122.265636,ORACLE RWSHORE,200 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.6980005,-122.0887463,EV 1-,20103 Lake Chabot Rd,Castro Valley,CA,94546,1,Unknown,Not specified
37.531473,-122.263896,ORACLE RWSHORE 420 GARAGE-002,400 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.531178,-122.264582,ORACLE RWSHORE 320 GARAGE-002,300 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.6674108,-122.1023842,Costco Hayward BC #823,22330 Hathaway Avenue,Hayward,CA,94541,1,Unknown,Not specified
37.5337016,-122.2583197,BAYSHORE TECH,800 Bridge Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.531059,-122.264657,ORACLE RWSHORE 320 GARAGE-001,300 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.531363,-122.263745,ORACLE RWSHORE 420 GARAGE-001,400 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.531366,-122.262259,ORACLE RWSHORE 5OP-002,520 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
37.531328,-122.262309,ORACLE RWSHORE 5OP-001,520 Oracle Pkwy,Redwood City,CA,94065,1,Unknown,Not specified
