poi_id,category,type,name,latitude,longitude
0,parking,amenity,Civic Center Garage,37.7802778,-122.417475
1,parking,amenity,,37.7521732,-122.4177698
2,parking,amenity,City Park,37.7850265,-122.4051953
3,parking,amenity,Metro @ Showplace Square Garage,37.7705267,-122.4030173
4,parking,amenity,,37.7736381,-122.4176245
5,parking,amenity,,37.7861589,-122.4111247
6,parking,amenity,Portsmouth Square Plaza Garage,37.7948565,-122.4051353
7,parking,amenity,,37.7103216,-122.3885667
8,parking,amenity,,37.8011101,-122.4495471
9,parking,amenity,,37.8075165,-122.417873
10,parking,amenity,Saint Mary's Square Garages,37.7921656,-122.4047433
11,parking,amenity,,37.7320836,-122.3913619
12,parking,amenity,Walgreens & Live Fit Gym Underground Parking Garage,37.7666353,-122.4296893
13,parking,amenity,,37.7822595,-122.3987862
14,parking,amenity,,37.782121,-122.4002664
15,parking,amenity,Sutter Place Garage,37.7873447,-122.4225882
16,parking,amenity,,37.8061712,-122.4693456
17,parking,amenity,Fulton Market Garage,37.7761956,-122.4452334
18,parking,amenity,Noe Valley Farmer's Market,37.7514932,-122.4290278
19,parking,amenity,,37.7773455,-122.417493
20,parking,amenity,,37.7762578,-122.4168903
21,parking,amenity,,37.7852738,-122.4308137
22,parking,amenity,,37.7706214,-122.40264
23,parking,amenity,Hotel Tomo,37.7866047,-122.4303908
24,parking,amenity,,37.7975476,-122.4077121
25,parking,amenity,,37.7913097,-122.4214078
26,parking,amenity,Handlery Parking,37.786431,-122.408977
27,parking,amenity,,37.7662961,-122.4057811
28,parking,amenity,,37.798562,-122.4100315
29,parking,amenity,,37.7807095,-122.3915516
30,parking,amenity,,37.7753849,-122.4170538
31,parking,amenity,Public Parking,37.7783412,-122.412281
32,parking,amenity,City Park,37.7902301,-122.4097432
33,parking,amenity,,37.7909885,-122.4110838
34,parking,amenity,Embarcadero Center 1 Parking,37.7946802,-122.4000188
35,parking,amenity,450 Sutter parking,37.7894532,-122.407664
36,parking,amenity,Marriott Valet Parking Entrance,37.7849406,-122.4039179
37,parking,amenity,The Pickwick Garage entrance,37.7830201,-122.4063575
38,parking,amenity,Four Seasons Valet Parking Entrance,37.7862907,-122.4039763
39,parking,amenity,The White House Garage,37.789642,-122.4045009
40,parking,amenity,,37.77521,-122.4168343
41,parking,amenity,Jessie Square Garage,37.7863328,-122.4033457
42,parking,amenity,USA Parking,37.7887057,-122.421408
43,parking,amenity,Gus's Parking,37.7638993,-122.4127834
44,parking,amenity,,37.7946028,-122.4041916
45,parking,amenity,,37.7946435,-122.4022608
46,parking,amenity,,37.7928335,-122.3997375
47,parking,amenity,,37.7919518,-122.4031875
48,parking,amenity,,37.7883899,-122.3995649
49,parking,amenity,,37.7892009,-122.3980736
50,parking,amenity,,37.7910952,-122.399794
51,parking,amenity,,37.791757,-122.399543
52,parking,amenity,BevMo Parking,37.7873927,-122.4237346
53,parking,amenity,,37.7816485,-122.4318536
54,parking,amenity,,37.7815005,-122.433035
55,parking,amenity,,37.7821934,-122.4329372
56,parking,amenity,Fillmore Street Annex Garage,37.7849514,-122.4328264
57,parking,amenity,,37.7849407,-122.430169
58,parking,amenity,,37.763441,-122.484251
59,parking,amenity,Medical Center Parking,37.786983,-122.4550186
60,parking,amenity,,37.7894845,-122.3970227
61,parking,amenity,,37.7911099,-122.4198137
62,parking,amenity,Chinatown Parking,37.7969396,-122.4073458
63,parking,amenity,,37.7178075,-122.3863603
64,parking,amenity,,37.7213297,-122.4076846
65,parking,amenity,,37.7233601,-122.3962416
66,parking,amenity,,37.7249673,-122.3958626
67,parking,amenity,,37.7249429,-122.3939216
68,parking,amenity,,37.7233467,-122.3939524
69,parking,amenity,,37.7232801,-122.38788
70,parking,amenity,,37.7230556,-122.3904871
71,parking,amenity,,37.7874133,-122.4196931
72,parking,amenity,,37.7907727,-122.4330713
73,parking,amenity,,37.7904188,-122.4323481
74,parking,amenity,,37.7807694,-122.4584766
75,parking,amenity,550 California Street Parking Garage,37.7934572,-122.4035798
76,parking,amenity,,37.7714154,-122.4030885
77,parking,amenity,,37.782900436071785,-122.50710367354611
78,parking,amenity,,37.76787951577562,-122.43521131098782
79,parking,amenity,,37.80283715464827,-122.40595947092348
80,parking,amenity,,37.77993962303045,-122.38869353093236
81,parking,amenity,,37.766845597378364,-122.45407864802173
83,parking,amenity,,37.738665798881364,-122.40618919519319
84,parking,amenity,,37.80041461437816,-122.45789256745891
85,parking,amenity,,37.798265329546595,-122.45818207540108
86,parking,amenity,,37.790799283259645,-122.48376290741516
87,parking,amenity,,37.768559151211456,-122.42180779494583
88,parking,amenity,,37.804046915485415,-122.42942473889373
89,parking,amenity,,37.78231833869493,-122.51078439778657
90,parking,amenity,,37.785484428718,-122.49939930966521
91,parking,amenity,Moscone Center Garage,37.784704330830984,-122.39938315306087
92,parking,amenity,,37.7904834167721,-122.45937031382844
93,parking,amenity,,37.764848625898395,-122.40854313759645
94,parking,amenity,Hoff Street Garage,37.764366074036836,-122.42088171773084
95,parking,amenity,,37.76522397342619,-122.42130145292587
96,parking,amenity,,37.74301472673681,-122.4220979680769
97,parking,amenity,Battery East,37.807089812935104,-122.47210538017659
98,parking,amenity,,37.79959226506313,-122.39856471857337
99,parking,amenity,,37.80113706448826,-122.3999822506633
100,parking,amenity,,37.803275740809546,-122.47668655336723
101,parking,amenity,,37.76879383792266,-122.41473292812339
102,parking,amenity,Clay Street Garage,37.790591350375436,-122.43310367556286
103,parking,amenity,,37.80281080309031,-122.44928107417313
104,parking,amenity,,37.76727600643387,-122.50766530955995
105,parking,amenity,Third Street Garage,37.76830233177732,-122.38966785327229
106,parking,amenity,,37.77010668140195,-122.38597995186728
107,parking,amenity,Pier 48,37.77571494556296,-122.38610999809022
108,parking,amenity,Pier 39 Garage,37.80810720184615,-122.4117215208567
109,parking,amenity,,37.74030256793577,-122.37618200660253
110,parking,amenity,,37.78212223560445,-122.49523637630386
111,parking,amenity,,37.786546803109914,-122.38849687211051
112,parking,amenity,,37.774981907229616,-122.51157062088932
113,parking,amenity,,37.80607659145081,-122.43416078217015
114,parking,amenity,,37.80638626345645,-122.4311789932687
115,parking,amenity,,37.80710622797731,-122.43007312018602
116,parking,amenity,,37.80872856696141,-122.41456096761857
117,parking,amenity,,37.82258068996185,-122.37489544680558
118,parking,amenity,,37.82069807228674,-122.37142464274552
119,parking,amenity,,37.73224713650935,-122.38574460121727
120,parking,amenity,,37.787485303918636,-122.49042109145715
121,parking,amenity,,37.788360211319315,-122.48123961286531
122,parking,amenity,,37.77252267082876,-122.510973417491
123,parking,amenity,Ocean Beach Parking Lot,37.7675796061031,-122.51079756144283
124,parking,amenity,,37.73656059544331,-122.48219334469024
125,parking,amenity,,37.73303126635255,-122.49019787235608
126,parking,amenity,Lot 25,37.72845542290126,-122.48180039736927
127,parking,amenity,,37.72825002970974,-122.48432511970204
128,parking,amenity,,37.724010162448835,-122.4940649417261
129,parking,amenity,,37.714901163866,-122.50180588740693
130,parking,amenity,,37.74796278138869,-122.45450949915437
131,parking,amenity,,37.70800942171108,-122.47030377618508
132,parking,amenity,,37.708620452714605,-122.45076604300598
133,parking,amenity,,37.7079276981834,-122.42210911092987
134,parking,amenity,,37.80678722561128,-122.40682562460148
135,parking,amenity,,37.80108201489451,-122.45214565806165
136,parking,amenity,,37.799636553539706,-122.45242978399602
137,parking,amenity,,37.802572399414984,-122.45300461604555
138,parking,amenity,Inspiration Point,37.79204280777749,-122.45850908780349
139,parking,amenity,,37.79786420861834,-122.40418801670766
140,parking,amenity,Music Concourse Bandshell Accessible Parking Lot,37.769404021056665,-122.4690775407003
141,parking,amenity,,37.76831399149221,-122.49725468798067
142,parking,amenity,,37.79921109255852,-122.40218902229772
143,parking,amenity,,37.79828334149744,-122.39457704262
144,parking,amenity,,37.75112567313396,-122.43312565385824
145,parking,amenity,,37.710381805046374,-122.38133451687573
146,parking,amenity,,37.78235371910293,-122.50700346260221
147,parking,amenity,,37.781904673095184,-122.50336174283335
148,parking,amenity,,37.78231911729036,-122.50386868375462
149,parking,amenity,SP+,37.7991807,-122.40946929999998
150,parking,amenity,,37.79847899589776,-122.40649256346506
151,parking,amenity,,37.79969300556235,-122.40988874835786
152,parking,amenity,,37.79820036141374,-122.40596729066765
153,parking,amenity,,37.798256927498585,-122.40506313976421
154,parking,amenity,,37.80007260870861,-122.46214333273005
155,parking,amenity,,37.79714850710304,-122.4480955762323
156,parking,amenity,,37.80149411634114,-122.45031629300297
157,parking,amenity,,37.80180864891713,-122.45273971544297
158,parking,amenity,,37.801006327016246,-122.45621789550462
159,parking,amenity,,37.800298686123625,-122.45442411434912
160,parking,amenity,,37.799028775392735,-122.45958935679089
161,parking,amenity,,37.798542127650094,-122.44993381568477
162,parking,amenity,,37.793253338173784,-122.4511156252469
163,parking,amenity,,37.79362895,-122.4515822
164,parking,amenity,,37.7942784,-122.45257779999999
165,parking,amenity,,37.79422925,-122.45225384999999
166,parking,amenity,,37.794597175001634,-122.4525777981718
167,parking,amenity,,37.79570772939562,-122.45353155580172
168,parking,amenity,,37.79600959999999,-122.45331815
169,parking,amenity,,37.79574511862528,-122.4525220482396
170,parking,amenity,,37.797990835404136,-122.46059330724752
171,parking,amenity,,37.79432876746582,-122.45642389695426
172,parking,amenity,,37.7944345001863,-122.4574637284267
173,parking,amenity,,37.77886346703146,-122.51188825593378
174,parking,amenity,,37.80410106939467,-122.47523715220085
175,parking,amenity,Golden Gate Bridge South Parking,37.80638946212791,-122.47606038494695
176,parking,amenity,,37.80231333759323,-122.47365166472323
177,parking,amenity,,37.80412869153133,-122.47347269998725
178,parking,amenity,,37.80569241681601,-122.46717981725035
179,parking,amenity,West Bluff,37.807280040224306,-122.4702436572113
180,parking,amenity,,37.805598584338874,-122.42453586763007
181,parking,amenity,,37.78860781794144,-122.38857817937641
182,parking,amenity,,37.77872451587226,-122.41082290431322
183,parking,amenity,,37.77775581641605,-122.42117152469527
184,parking,amenity,,37.728648063009835,-122.4930711785812
185,parking,amenity,,37.792501976453764,-122.41141411618024
186,parking,amenity,,37.783289069367335,-122.4317521435896
187,parking,amenity,,37.787105440957916,-122.41226695332222
188,parking,amenity,,37.786354531263015,-122.4124398674283
189,parking,amenity,Mason O'Farrell Garage,37.786436199716356,-122.41034754304506
190,parking,amenity,Ellis O'Farrell Garage,37.78604005634616,-122.40709788861413
191,parking,amenity,,37.806901145156125,-122.41505014570785
192,parking,amenity,,37.77564191048341,-122.40262759486106
193,parking,amenity,,37.78592931803041,-122.41732327436743
194,parking,amenity,,37.78686007840508,-122.41808754617784
195,parking,amenity,Brocklebank Garage,37.7931219777669,-122.41019909192222
196,parking,amenity,,37.80090070116407,-122.41149139759037
197,parking,amenity,Pickwick Garage,37.78321914374979,-122.40647442960093
198,parking,amenity,,37.77794640226142,-122.41426825323066
199,parking,amenity,,37.77821853349314,-122.41449910208385
200,parking,amenity,,37.79645570089352,-122.40206475157595
201,parking,amenity,,37.80592464864503,-122.45084271205472
202,parking,amenity,,37.76672687746754,-122.49488241032802
203,parking,amenity,,37.75926053223779,-122.41844573797235
204,parking,amenity,1635 Divisadero Garage,37.78488799614933,-122.44054129845782
205,parking,amenity,,37.8021295,-122.40322504999999
206,parking,amenity,,37.782576250923164,-122.41813258023747
207,parking,amenity,,37.782547808483166,-122.41836537611796
208,parking,amenity,,37.75582570317872,-122.38756072919917
209,parking,amenity,,37.764238445566654,-122.43878398877365
210,parking,amenity,,37.77056328616399,-122.4195555626264
211,parking,amenity,,37.77035980175933,-122.41821867628711
212,parking,amenity,,37.771578797342656,-122.41548966323612
213,parking,amenity,Costco Parking,37.7708138615709,-122.41153406283892
214,parking,amenity,,37.712477388850935,-122.41733876452345
215,parking,amenity,,37.71194124688198,-122.41761345543611
216,parking,amenity,,37.71292764092942,-122.42108530027275
217,parking,amenity,,37.71360836467035,-122.42092138649679
218,parking,amenity,,37.71001392517617,-122.41865994051305
219,parking,amenity,,37.71105316338951,-122.4195643940814
220,parking,amenity,,37.711334136493576,-122.42105882970922
221,parking,amenity,,37.71180978449906,-122.42048232408435
222,parking,amenity,,37.71259716002124,-122.41959203244743
223,parking,amenity,,37.71321404017557,-122.41949835972146
224,parking,amenity,,37.7106290064129,-122.4206017089005
225,parking,amenity,,37.71281822965721,-122.41761029815511
226,parking,amenity,1670 Owens Garage,37.76732694408193,-122.39476531036178
227,parking,amenity,,37.75477967791421,-122.44712945564655
228,parking,amenity,,37.726418874121826,-122.46473932866932
229,parking,amenity,,37.72340014806606,-122.45141045251609
230,parking,amenity,Pierce Street Garage,37.80004266472308,-122.43918136392593
231,parking,amenity,,37.8000569723133,-122.43689325766275
232,parking,amenity,,37.803541036407076,-122.4368825857373
233,parking,amenity,,37.78860256896902,-122.41128496113872
234,parking,amenity,,37.73582254030691,-122.47847231466562
235,parking,amenity,,37.75056908041759,-122.45902402912637
236,parking,amenity,,37.74037091443749,-122.46543591732856
237,parking,amenity,,37.785406845036,-122.42893197213249
238,parking,amenity,,37.74155485757512,-122.49849313543741
239,parking,amenity,,37.78029342050597,-122.42235789401607
240,parking,amenity,SP+,37.789057888168244,-122.41957159274085
241,parking,amenity,,37.80415914119529,-122.44845809121193
242,parking,amenity,,37.80196064827932,-122.45090567557997
243,parking,amenity,,37.80233628322601,-122.45415007858028
244,parking,amenity,,37.80671704635291,-122.44769203889804
245,parking,amenity,,37.796840487155684,-122.44751005645284
246,parking,amenity,,37.787009216882915,-122.41276721365607
247,parking,amenity,,37.785790608465135,-122.41535413644665
248,parking,amenity,,37.78597021915633,-122.41396458953294
249,parking,amenity,,37.78284220043754,-122.41540595005971
250,parking,amenity,,37.78747620974414,-122.41273020331194
251,parking,amenity,,37.78632589525323,-122.41187181956391
252,parking,amenity,,37.78381313655782,-122.42342727181965
253,parking,amenity,,37.78491206992462,-122.41027776552895
254,parking,amenity,Palace Garage,37.78836086512331,-122.40109463188728
255,parking,amenity,,37.78819772863773,-122.39879136848272
256,parking,amenity,SFMOMA Garage,37.78636733927599,-122.4003506347524
257,parking,amenity,,37.794595949999994,-122.39712465
258,parking,amenity,Community center garage,37.768285737450775,-122.39387002712
259,parking,amenity,450 South Street Garage,37.76936969271499,-122.38819148064013
260,parking,amenity,Lombard Garage,37.79970029642692,-122.43516467707829
261,parking,amenity,,37.783311946734045,-122.47767773635658
262,parking,amenity,,37.7511719779642,-122.49917096101697
263,parking,amenity,,37.804662201265764,-122.410351390469
264,parking,amenity,,37.80431059701774,-122.4153259529299
265,parking,amenity,,37.80752918066069,-122.41679633666901
266,parking,amenity,,37.803784813319815,-122.4029796528806
267,parking,amenity,,37.8288343,-122.37608025000003
268,parking,amenity,,37.828213829375024,-122.37654580739455
269,parking,amenity,,37.82745997994533,-122.37682495567829
270,parking,amenity,,37.82838271859998,-122.37774519218868
271,parking,amenity,,37.8292491259707,-122.37727896247155
272,parking,amenity,,37.82849845,-122.3714429
273,parking,amenity,,37.81700235689791,-122.37146656340882
274,parking,amenity,,37.82712763187669,-122.36902725834221
275,parking,amenity,,37.82214090500858,-122.36836499864823
276,parking,amenity,,37.82504670943277,-122.37252653357163
277,parking,amenity,,37.7694770917924,-122.5076483404728
278,parking,amenity,,37.769443344084365,-122.51041918280792
279,parking,amenity,,37.75160368448565,-122.39428480891146
280,parking,amenity,,37.77099397744458,-122.4988076647125
281,parking,amenity,,37.778958326188466,-122.45198439976704
282,parking,amenity,,37.744008818523334,-122.43920649023299
283,parking,amenity,,37.754834930587016,-122.44685730706168
284,parking,amenity,,37.738140637383594,-122.49705046093753
285,parking,amenity,,37.76821473396159,-122.41617349585006
286,parking,amenity,,37.71406951308677,-122.3887088606724
287,parking,amenity,,37.80953542749198,-122.3613173390901
288,parking,amenity,,37.74157768005084,-122.38780178694681
289,parking,amenity,,37.74830688529879,-122.39448745454449
290,parking,amenity,,37.735928242041794,-122.50393692407685
291,parking,amenity,,37.712323926722014,-122.40305968110513
292,parking,amenity,,37.81890668638244,-122.37050048571741
293,parking,amenity,Union Square Garage,37.78793597517814,-122.40751805806843
294,parking,amenity,,37.768453745960265,-122.4590778717516
295,parking,amenity,,37.7694633734058,-122.41926066299057
296,parking,amenity,,37.77036210374471,-122.41574191412086
297,parking,amenity,,37.77059353564169,-122.41673496375685
298,parking,amenity,,37.78447703058734,-122.39612300567151
299,parking,amenity,,37.78241230097428,-122.39198092739205
300,parking,amenity,,37.78435263279852,-122.39467865003867
301,parking,amenity,,37.78359918387875,-122.39486460364623
302,parking,amenity,,37.786810784084125,-122.39789054539169
303,parking,amenity,,37.77950639689041,-122.42267847606094
304,parking,amenity,,37.77891877531902,-122.39645069874862
305,parking,amenity,,37.76708739680992,-122.43002499591532
306,parking,amenity,,37.76624766261198,-122.4313225096879
307,parking,amenity,,37.76551415628982,-122.43222912257303
308,parking,amenity,,37.7684372424472,-122.429838643055
309,parking,amenity,,37.716749174714515,-122.379269231191
310,parking,amenity,,37.7162388468595,-122.37976492894806
311,parking,amenity,,37.71718155584277,-122.37887711611288
312,parking,amenity,,37.77246354664759,-122.45456921935643
313,parking,amenity,,37.78300330112593,-122.39744677818656
314,parking,amenity,,37.77986451856688,-122.39554041792623
315,parking,amenity,,37.780576812070414,-122.39551206284403
316,parking,amenity,,37.78052142998483,-122.39194999735325
317,parking,amenity,,37.75446754162627,-122.47686913684532
318,parking,amenity,,37.76793881503493,-122.41138787442668
319,parking,amenity,,37.769116415277466,-122.41390672398458
320,parking,amenity,,37.769985833098836,-122.4151917869421
321,parking,amenity,,37.772407311375154,-122.41555135537651
322,parking,amenity,Best Buy Parking,37.76895962074659,-122.41263862604711
323,parking,amenity,,37.77248371578384,-122.41580226968709
324,parking,amenity,,37.7678111318947,-122.41213318910513
325,parking,amenity,,37.76763530407416,-122.41294177718466
326,parking,amenity,,37.76795940878286,-122.40944649621264
327,parking,amenity,,37.76743848870061,-122.41398890457059
328,parking,amenity,,37.76784031570396,-122.40908293740027
329,parking,amenity,,37.77108035219877,-122.40720070715345
330,parking,amenity,,37.79674281645955,-122.40434089916293
331,parking,amenity,Owens Street Garage,37.7659711,-122.39209735000001
332,parking,amenity,,37.78468884343845,-122.50213883168217
333,parking,amenity,,37.783050499281686,-122.39233187171965
334,parking,amenity,,37.786907378089964,-122.39883058825988
335,parking,amenity,,37.790680411841926,-122.41762028283753
336,parking,amenity,,37.778491443462904,-122.41605951462735
337,parking,amenity,,37.77827558952437,-122.41631831221356
338,parking,amenity,,37.74420541121602,-122.42293697733271
339,parking,amenity,,37.78403873511698,-122.39274150573452
340,parking,amenity,Woods Lot,37.76069878645268,-122.45592943514134
341,parking,amenity,,37.72985302564757,-122.39956081341971
342,parking,amenity,Crocker Garage,37.7914574993545,-122.41140080767556
343,parking,amenity,,37.79167608707821,-122.41056275840285
344,parking,amenity,,37.765738467322905,-122.41903873227423
345,parking,amenity,,37.77516373889098,-122.41973978631036
346,parking,amenity,,37.7755224,-122.42078349999998
347,parking,amenity,,37.774951879926945,-122.42051387056314
348,parking,amenity,5th and Mission Garage,37.783378007193306,-122.4050863294904
349,parking,amenity,Upper Reservoir Lot,37.72575669291255,-122.45317179445969
350,parking,amenity,Lower Reservoir Lot,37.725592055655426,-122.45475365231292
351,parking,amenity,,37.72456478125321,-122.45289586803334
352,parking,amenity,,37.724856906426126,-122.45358626515772
353,parking,amenity,,37.72515256650112,-122.44762276719409
354,parking,amenity,,37.75171937791484,-122.4308806095645
355,parking,amenity,,37.76870563945144,-122.42813163711685
356,parking,amenity,,37.76826913333094,-122.43379461400258
357,parking,amenity,,37.78059224270327,-122.39757756505033
358,parking,amenity,,37.79260495,-122.475647
359,parking,amenity,,37.79558525,-122.46755689999998
360,parking,amenity,North Beach Garage,37.79820921721841,-122.40958306075356
361,parking,amenity,,37.72945208421667,-122.4755713900593
362,parking,amenity,,37.72878985366629,-122.47586348790493
363,parking,amenity,,37.727700197561305,-122.47569247122314
364,parking,amenity,,37.728878209810844,-122.47784003743864
365,parking,amenity,,37.73002829046039,-122.47945917790074
366,parking,amenity,,37.72614924251259,-122.47595364464114
367,parking,amenity,,37.75131260859197,-122.49616724729385
368,parking,amenity,,37.7512685618281,-122.49715203429693
369,parking,amenity,,37.74784807460971,-122.49905824921787
370,parking,amenity,,37.78213184591626,-122.46727092393088
371,parking,amenity,,37.78240821837038,-122.46612821598977
372,parking,amenity,,37.77990292769963,-122.47773924314585
373,parking,amenity,Geary Boulevard & 21st Avenue,37.780565532538006,-122.48105901169913
374,parking,amenity,Commodore Sloat Elementary School,37.73127636647117,-122.47055503290788
375,parking,amenity,,37.73204997639557,-122.47462542447727
376,parking,amenity,,37.774943314771576,-122.46527060113495
377,parking,amenity,,37.77895527082055,-122.51359203649474
378,parking,amenity,,37.77913614899486,-122.51256686351368
379,parking,amenity,,37.77801535592525,-122.51346806624443
380,parking,amenity,,37.77731033572498,-122.51271846050993
381,parking,amenity,,37.778396803392276,-122.51367211051051
382,parking,amenity,,37.790738002599,-122.48054966741364
383,parking,amenity,,37.79023998681468,-122.48100032702563
384,parking,amenity,,37.78988516279902,-122.48104189625107
385,parking,amenity,,37.78202382956313,-122.46495455289802
386,parking,amenity,,37.78324374826988,-122.42024111467927
387,parking,amenity,,37.783250246860334,-122.41943714826687
388,parking,amenity,,37.782711415139836,-122.42026144735678
389,parking,amenity,,37.78329151819511,-122.41987928903842
390,parking,amenity,,37.787984919209386,-122.47539546851452
391,parking,amenity,,37.78803024796716,-122.47345252329711
392,parking,amenity,,37.788353842944574,-122.47463759226743
393,parking,amenity,,37.78769104820998,-122.47329502312341
394,parking,amenity,,37.785062960718385,-122.41337688552093
395,parking,amenity,,37.780709879011,-122.40325434890399
396,parking,amenity,,37.782209410170225,-122.39736205167074
397,parking,amenity,,37.78180936724422,-122.39779203376347
398,parking,amenity,,37.796186420476005,-122.42148894902016
399,parking,amenity,,37.780283288947615,-122.51126144506566
400,parking,amenity,,37.78139961182085,-122.46274638096035
401,parking,amenity,,37.80632852635433,-122.42573990240588
402,parking,amenity,,37.75194879855993,-122.42570140900209
403,parking,amenity,,37.717996693579,-122.50036408972873
404,parking,amenity,,37.719466470202036,-122.43932747806265
405,parking,amenity,,37.728145733766546,-122.431266495429
406,parking,amenity,,37.73361936111599,-122.43315709654988
407,parking,amenity,,37.730530335425584,-122.4289179598818
408,parking,amenity,,37.71643329614684,-122.44193616123549
409,parking,amenity,,37.71179849424647,-122.4527965935843
410,parking,amenity,,37.730542462019834,-122.40517187794624
411,parking,amenity,,37.73133000875761,-122.40556944874761
412,parking,amenity,,37.728479484372315,-122.40437588537272
413,parking,amenity,,37.728303169092804,-122.40362106242802
414,parking,amenity,,37.73049848831226,-122.47673336103229
415,parking,amenity,,37.72336210214836,-122.43734582901862
416,parking,amenity,,37.71319559037411,-122.44460919275718
417,parking,amenity,,37.7112589327998,-122.4473878392447
418,parking,amenity,,37.79742812765375,-122.40776434898542
419,parking,amenity,,37.7993770948701,-122.40785713764423
420,parking,amenity,,37.7661275001957,-122.4092812629156
421,parking,amenity,,37.76016169997722,-122.41319921010214
422,parking,amenity,,37.763115190510575,-122.41348275750443
423,parking,amenity,California Parking,37.78914499011546,-122.41145571115773
424,parking,amenity,Butterick Garage,37.78878534456174,-122.41439899767374
425,parking,amenity,State Garage,37.78882663872714,-122.41491750053623
426,parking,amenity,,37.791142571771246,-122.4216562467415
427,parking,amenity,,37.7911410059323,-122.412417619766
428,parking,amenity,,37.72340818952243,-122.43646725616117
429,parking,amenity,,37.725123247316425,-122.43516365195107
430,parking,amenity,,37.72367333691467,-122.43593624275404
431,parking,amenity,,37.728538584025095,-122.43195718718506
432,parking,amenity,,37.78157230206099,-122.45857572649295
433,parking,amenity,,37.782853038330884,-122.44471256163975
434,parking,amenity,,37.78327049139547,-122.44239046077254
435,parking,amenity,,37.78074194976005,-122.45649070314317
436,parking,amenity,,37.78388645909746,-122.43425477103358
437,parking,amenity,,37.76784844542085,-122.40111548422567
438,parking,amenity,,37.79785029625725,-122.40248519517499
439,parking,amenity,,37.797831325086875,-122.4016368644451
440,parking,amenity,,37.786559461472685,-122.4266755153395
441,parking,amenity,,37.786746618256394,-122.42365352237097
442,parking,amenity,,37.786404840890114,-122.42779800886721
443,parking,amenity,,37.78725675,-122.42710815000002
444,parking,amenity,West Portal/14th Avenue Lot,37.739166845778215,-122.46812461442238
445,parking,amenity,,37.77235636666667,-122.42321376666666
446,parking,amenity,,37.77891058916084,-122.39818285969541
447,parking,amenity,,37.777783964216184,-122.39509110776496
448,parking,amenity,,37.77739859450868,-122.39500349211326
449,parking,amenity,,37.73910373571546,-122.46725742113955
450,parking,amenity,,37.754200446176306,-122.48883546300407
451,parking,amenity,,37.73124132383915,-122.44953448747704
452,parking,amenity,,37.804719364564896,-122.43279345094722
453,parking,amenity,,37.74341737526005,-122.47410466815232
454,parking,amenity,,37.77266920287687,-122.4083151340245
455,parking,amenity,,37.77249482551474,-122.40736209220803
456,parking,amenity,,37.71738586051476,-122.4740283541729
457,parking,amenity,,37.7830126288315,-122.41772393370074
458,parking,amenity,,37.75849390151451,-122.4551827684501
459,parking,amenity,,37.76172546976272,-122.43462301333346
460,parking,amenity,,37.763840823930096,-122.43833096317294
461,parking,amenity,,37.77709967019498,-122.41322830909378
462,parking,amenity,,37.73126109555887,-122.4500206481047
463,parking,amenity,,37.76361917434642,-122.46576836582719
464,parking,amenity,,37.70798138072749,-122.49447079372753
465,parking,amenity,SFGH Parking Garage,37.753733522624884,-122.40490499595006
466,parking,amenity,,37.7758575818651,-122.40034609508614
467,parking,amenity,,37.77937552377216,-122.40096758715086
468,parking,amenity,,37.77575841177285,-122.39952362008545
469,parking,amenity,,37.77678855780251,-122.39954779965021
470,parking,amenity,,37.776858731692236,-122.40210758512941
471,parking,amenity,,37.77590305057376,-122.39923962957148
472,parking,amenity,,37.77769549231315,-122.39874098190963
473,parking,amenity,,37.77844579859036,-122.40510586723234
474,parking,amenity,,37.7746207,-122.40238870000002
475,parking,amenity,,37.774239516621336,-122.40300535357065
476,parking,amenity,,37.7737087056804,-122.40352440420513
477,parking,amenity,,37.77322254934839,-122.40479176323007
478,parking,amenity,,37.7819757792151,-122.40895635326248
479,parking,amenity,,37.773182556794616,-122.40095605698039
480,parking,amenity,,37.772523843205306,-122.40205725373835
481,parking,amenity,,37.77426252831881,-122.40111740977748
482,parking,amenity,Performing Arts Garage,37.77819540476795,-122.42250050593238
483,parking,amenity,,37.788170159329965,-122.41263305564776
484,parking,amenity,,37.77400880415067,-122.40848221543786
485,parking,amenity,,37.76658298683607,-122.39915858336911
486,parking,amenity,,37.76680737904462,-122.39877496856462
487,parking,amenity,,37.76949957437776,-122.4532771589392
488,parking,amenity,,37.77244526004437,-122.39012688894658
489,parking,amenity,,37.80927280840598,-122.47563564699409
490,parking,amenity,,37.77067082965196,-122.42570694400723
491,parking,amenity,,37.770157384084435,-122.42507385681253
492,parking,amenity,,37.76986596311892,-122.42540035647117
493,parking,amenity,,37.76998588517451,-122.42485887320478
494,parking,amenity,,37.76915245434987,-122.42646025866016
495,parking,amenity,,37.77236969952358,-122.41087076558223
496,parking,amenity,Indoor Public Parking,37.774656140300074,-122.40385460026019
497,parking,amenity,,37.784650009382815,-122.40549105388091
498,parking,amenity,,37.799301566083436,-122.400327313838
499,parking,amenity,,37.78197231695583,-122.43024583331349
500,parking,amenity,,37.750687304954276,-122.43368066932477
501,parking,amenity,,37.76315891433694,-122.43496684933415
502,parking,amenity,,37.7694509371138,-122.4256403220817
503,parking,amenity,,37.76557255766645,-122.40791373509182
504,parking,amenity,,37.78964484027403,-122.40835192042069
505,parking,amenity,,37.7340700090373,-122.49849623212395
506,parking,amenity,,37.735467263142816,-122.50367033035216
507,parking,amenity,,37.73480287862264,-122.50013254385333
